arquivo,pico,tempo_pico,amplitude,sigma,lambda,area
DCS_E616.csv,3,9.514322893207462,19.41956974165697,0.09041718545949737,4.147141769917752,19.419569741656982
DCS_E616.csv,4,10.184427629432847,8.203227972554606,0.18395764393341724,9.999999999936707,8.203227972554627
DCS_E617.csv,1,7.763119821619134,2.8183191472554254,0.09963656427551518,1.519308279057443,2.818319147255419
DCS_E617.csv,2,8.5656322145032,15.097726783087598,0.08922264244667417,5.727124289103088,15.097726783087683
DCS_E617.csv,3,9.516594455737547,19.634813453812058,0.0907471789294711,4.1610075207092585,19.634813453812075
DCS_E617.csv,4,10.186744142904052,8.2594858358027,0.18524815156495744,9.999999999943823,8.259485835802591
DCS_E618.csv,1,7.7629169919914585,2.7480567893832237,0.09880842055332113,1.6143697776694685,2.748056789383222
DCS_E618.csv,2,8.565735305268865,15.476417374205782,0.08900847023243515,5.852664135445742,15.476417374205699
DCS_E618.csv,3,9.515981980831928,20.73330868822377,0.08993529402524239,4.194700486221437,20.733308688223776
DCS_E618.csv,4,10.18568106696023,8.59470358091343,0.1837517108684762,9.99999999999988,8.594703580913457
DCS_E620.csv,1,7.7711750450496595,2.6063050316796965,0.10681449290333976,1.713635487591891,2.606305031679699
DCS_E620.csv,2,8.55019748645449,11.515883455175006,0.09151996530594828,5.836346703688054,11.515883455175016
DCS_E620.csv,3,9.501851287112183,8.680465231393416,0.09805392090072033,3.970150233185226,8.680465231393377
DCS_E620.csv,4,10.212762276961616,3.825482586903611,0.2121813187021105,9.999999999999998,3.8254825869035667
DCS_E621.csv,1,7.7584955639360755,3.650501554404853,0.11296601828537328,1.0510555462752749,3.650501554146093
DCS_E621.csv,2,8.548453620694499,11.642676676892073,0.09186722201304645,5.91258036321389,11.642676676892073
DCS_E621.csv,3,9.506936567163095,12.043826894938961,0.09293132511068797,3.9824438403795845,12.043826894938904
DCS_E621.csv,4,10.190694110434325,5.838675336563746,0.1830959767438289,9.847302644582825,5.8386753365638215
DCS_E6210.csv,1,7.740082330395371,2.180338483906933,0.09948537643437737,1.9710834448958103,2.1803384839069304
DCS_E6210.csv,2,8.560461025366056,15.605640002388332,0.08487011619961665,5.374289615814284,15.605640002388354
DCS_E6210.csv,3,9.489059409538338,19.63645276975433,0.08886389464935214,4.265997345853685,19.636452769754346
DCS_E6210.csv,4,10.157927811234641,8.637264691130285,0.1823460119607746,9.999999999999998,8.637264691130255
DCS_E6211.csv,1,7.740994121612258,2.111408607057358,0.09784000348585223,2.002606335187027,2.111408607057359
DCS_E6211.csv,2,8.555155606258293,15.710760197847947,0.08442665591885012,5.397634742358185,15.710760197847952
DCS_E6211.csv,3,9.487641233030663,19.72467329671551,0.08885839746915467,4.321258147604747,19.724673296715515
DCS_E6211.csv,4,10.15573376862063,8.659396434285783,0.17981045526490239,9.999999999999998,8.659396434285776
DCS_E6212.csv,1,7.828649815837744,2.1656364194616406,0.09809235955840831,2.0156102839768386,2.1656364194616393
DCS_E6212.csv,2,8.652708419472035,16.08089609393593,0.08653355441947598,5.3415249975789765,16.080896093935916
DCS_E6212.csv,3,9.59716219400486,20.88396583937117,0.08930350761036994,4.155997667074098,20.88396583937108
DCS_E6212.csv,4,10.273471360188351,8.963868059467877,0.18333885010932216,9.999999999999968,8.96386805946778
DCS_E6213.csv,1,7.842745820515887,2.0288059010468875,0.09693458712191799,1.9255131608268983,2.0288059010468875
